repo_name,language,fixture_count,commit_count_with_fixtures,first_fixture_commit,last_fixture_commit,clone_url,agent_commits_touching_tests,rejected_mixed_test_diff,accepted,created_at,topics
chia-network/chia-blockchain,python,0,0,,,https://github.com/chia-network/chia-blockchain.git,6,4,2,2019-07-16T08:32:40,"[""blockchain"", ""blockchain-network"", ""chia"", ""chia-blockchain"", ""farmer"", ""full-node"", ""harvesters"", ""peer"", ""proof-of-space"", ""proof-of-time"", ""timelord"", ""vdf"", ""wallets""]"
cloud-cv/evalai,python,12,4,b438c285feb9359e1fc4b7f1c12e398ceb9a6efa,e85104565fe7e2dbf49bbd3df1e7a14487410ff4,https://github.com/cloud-cv/evalai.git,35,21,14,2016-10-21T12:51:45,"[""ai"", ""ai-challenges"", ""angularjs"", ""artificial-intelligence"", ""challenge"", ""codecov"", ""coveralls"", ""django"", ""docker"", ""evalai"", ""evaluation"", ""evaluation-framework"", ""github-actions"", ""leaderboard"", ""machine-learning"", ""python"", ""reproducibility"", ""reproducible-research""]"
coin-or/pulp,python,0,0,,,https://github.com/coin-or/pulp.git,0,0,0,2015-03-15T03:21:16,"[""constraints"", ""mip"", ""pulp"", ""python"", ""solver""]"
cmu-db/dbdb.io,python,5,2,8e752fb38aef4ef24bdb6837d9fc982cfecb81ea,b0b24b6e0795421c9bed166a51bfce6ea17bf2ff,https://github.com/cmu-db/dbdb.io.git,20,10,10,2014-05-16T04:59:01,"[""database""]"
chardet/chardet,python,1,1,d650fcc077f92c38b5a2baa49fcda89047e0aa73,d650fcc077f92c38b5a2baa49fcda89047e0aa73,https://github.com/chardet/chardet.git,159,97,62,2012-07-26T08:30:54,[]
crossbario/autobahn-python,python,0,0,,,https://github.com/crossbario/autobahn-python.git,0,0,0,2011-07-27T03:22:13,"[""autobahn"", ""pubsub"", ""python"", ""real-time"", ""rpc"", ""wamp"", ""websocket""]"
crossbario/autobahn-testsuite,python,0,0,,,https://github.com/crossbario/autobahn-testsuite.git,0,0,0,2012-03-19T09:59:18,"[""autobahn"", ""autobahn-testsuite"", ""test-coverage"", ""testsuite"", ""websocket"", ""websocket-client"", ""websocket-server""]"
conda/conda,python,0,0,,,https://github.com/conda/conda.git,1,0,1,2012-10-15T10:08:03,"[""conda"", ""package-management"", ""python""]"
crossbario/crossbar,python,0,0,,,https://github.com/crossbario/crossbar.git,0,0,0,2013-10-14T11:10:50,"[""broker"", ""messaging"", ""mqtt"", ""networking"", ""networking-stack"", ""rest"", ""server"", ""wamp"", ""websocket""]"
custom-components/alexa_media_player,python,4,2,06981499d6b6a1a02118a1c5c4d2021ff09b03bb,79083aa1af0128195a09ef3a8538f47936959154,https://github.com/custom-components/alexa_media_player.git,10,2,8,2018-07-04T03:33:57,"[""alexa"", ""hacktoberfest"", ""home-assistant"", ""homeassistant""]"
d6t/d6tflow,python,0,0,,,https://github.com/d6t/d6tflow.git,4,3,1,2019-02-03T01:51:22,[]
damianmoore/photonix,python,0,0,,,https://github.com/damianmoore/photonix.git,0,0,0,2017-03-07T10:30:32,[]
darknessomi/musicbox,python,0,0,,,https://github.com/darknessomi/musicbox.git,12,3,9,2014-08-05T03:28:24,"[""cli-tool"", ""linux"", ""music"", ""netease-musicbox"", ""python""]"
dask/distributed,python,0,0,,,https://github.com/dask/distributed.git,1,1,0,2015-09-13T06:42:29,"[""dask"", ""distributed-computing"", ""pydata"", ""python""]"
dask/dask,python,0,0,,,https://github.com/dask/dask.git,1,1,0,2015-01-04T06:50:00,"[""dask"", ""numpy"", ""pandas"", ""pydata"", ""python"", ""scikit-learn"", ""scipy""]"
databiosphere/toil,python,0,0,,,https://github.com/databiosphere/toil.git,0,0,0,2015-03-30T09:08:58,"[""aws"", ""common-workflow-language"", ""cwl"", ""gridengine"", ""kubernetes"", ""mesos"", ""pipeline"", ""python"", ""slurm"", ""wdl"", ""workflow"", ""workflow-description-language""]"
crytic/slither,python,2,2,85c6711ec7ac0e58c4cb693f9a5259091fc9398b,91ebdd92b55695011f6ce6b478c64c0da82c1e3c,https://github.com/crytic/slither.git,19,4,15,2018-09-05T09:56:35,"[""ethereum"", ""solidity"", ""static-analysis"", ""vyper""]"
datafolklabs/cement,python,0,0,,,https://github.com/datafolklabs/cement.git,6,4,2,2009-12-05T04:04:12,[]
bram2w/baserow,python,2,1,7bce809cbc6dff9e9df4deece43b6321b92879f7,7bce809cbc6dff9e9df4deece43b6321b92879f7,https://github.com/bram2w/baserow.git,6,5,1,2020-07-20T09:32:04,"[""airtable"", ""airtable-alternative"", ""airtable-replacement"", ""database"", ""low-code"", ""no-code"", ""no-code-database"", ""online-database"", ""postgresql"", ""restful-api"", ""self-hosted"", ""spreadsheet""]"
datadog/dd-trace-py,python,2,2,9c8c6d0eb66c67ae261329c0f098dd32b6e67b21,870ee85a634c05aabf20ab8dbc34fe2471fa5bbd,https://github.com/datadog/dd-trace-py.git,13,7,6,2016-06-20T06:52:23,"[""apm"", ""ci"", ""datadog"", ""debugging"", ""error-monitoring"", ""observability"", ""profiling"", ""python"", ""security"", ""tracing""]"
digitalbazaar/pyld,python,0,0,,,https://github.com/digitalbazaar/pyld.git,1,0,1,2011-07-11T03:45:47,"[""json-ld"", ""linked-data"", ""python"", ""rdf"", ""semantic-web""]"
dipu-bd/lightnovel-crawler,python,0,0,,,https://github.com/dipu-bd/lightnovel-crawler.git,0,0,0,2018-01-17T11:23:35,"[""console-app"", ""discord"", ""kindle-books"", ""lightnovel"", ""lightnovel-crawler"", ""python"", ""telegram"", ""termux"", ""web-scraper""]"
datalad/datalad,python,0,0,,,https://github.com/datalad/datalad.git,85,57,28,2013-11-01T07:40:08,"[""closember"", ""data-storage"", ""dataset"", ""git-annex"", ""python"", ""usable""]"
django-parler/django-parler,python,0,0,,,https://github.com/django-parler/django-parler.git,2,2,0,2013-09-09T07:05:32,"[""django"", ""django-models"", ""internationalization"", ""python"", ""translations""]"
django-import-export/django-import-export,python,2,1,e7988d70938bbe6a2d524c4a114a2e9f4a635eb9,e7988d70938bbe6a2d524c4a114a2e9f4a635eb9,https://github.com/django-import-export/django-import-export.git,8,2,6,2012-11-15T01:12:22,"[""csv"", ""django"", ""import-export"", ""json"", ""python"", ""xls""]"
deepset-ai/haystack,python,5,1,fd10d519d6845854904e4300b8cfe458df0c62c2,fd10d519d6845854904e4300b8cfe458df0c62c2,https://github.com/deepset-ai/haystack.git,52,24,28,2019-11-14T09:05:28,"[""agent"", ""agents"", ""ai"", ""gemini"", ""generative-ai"", ""gpt-4"", ""information-retrieval"", ""large-language-models"", ""llm"", ""machine-learning"", ""nlp"", ""orchestration"", ""python"", ""pytorch"", ""question-answering"", ""rag"", ""retrieval-augmented-generation"", ""semantic-search"", ""summarization"", ""transformers""]"
cuthbertlab/music21,python,0,0,,,https://github.com/cuthbertlab/music21.git,3,2,1,2013-11-04T07:31:59,[]
doubleml/doubleml-for-py,python,0,0,,,https://github.com/doubleml/doubleml-for-py.git,0,0,0,2020-09-09T01:27:25,"[""causal-inference"", ""data-science"", ""double-machine-learning"", ""econometrics"", ""machine-learning"", ""python"", ""scikit-learn"", ""statistics""]"
django/django,python,0,0,,,https://github.com/django/django.git,0,0,0,2012-04-28T02:47:18,"[""apps"", ""django"", ""framework"", ""models"", ""orm"", ""python"", ""templates"", ""views"", ""web""]"
couchers-org/couchers,python,8,8,5336660be482dd378cbd85ae17e525c99eee9d91,9594434d1eb63d9f79fcb903c97ac17d461416d1,https://github.com/couchers-org/couchers.git,161,109,52,2020-05-20T01:08:31,[]
efroemling/ballistica,python,0,0,,,https://github.com/efroemling/ballistica.git,0,0,0,2019-08-22T10:33:57,"[""bombsquad"", ""game"", ""game-engine"", ""game-engine-3d"", ""modders"", ""python"", ""python3""]"
elastic/rally,python,0,0,,,https://github.com/elastic/rally.git,7,4,3,2015-11-30T07:11:43,"[""elasticsearch""]"
domainaware/parsedmarc,python,21,6,5b08627eaaf449341718a56467770e625f510e41,ae5f4c7915eb7871ed9698015bb7803a289d8493,https://github.com/domainaware/parsedmarc.git,36,22,14,2018-02-05T11:08:59,[]
drakkar-software/octobot,python,0,0,,,https://github.com/drakkar-software/octobot.git,29,22,7,2018-02-23T11:13:05,"[""ai-trading"", ""backtest"", ""binance-api"", ""bitcoin"", ""coinbase-bot"", ""cryptocurrencies"", ""free"", ""hyperliquid-trading-bot"", ""paper-trading"", ""python"", ""solana"", ""telegrambot"", ""trading-bot"", ""tradingview-pinescript-signal-alert-bot""]"
elyra-ai/elyra,python,0,0,,,https://github.com/elyra-ai/elyra.git,0,0,0,2019-10-22T09:37:58,"[""ai"", ""airflow"", ""anaconda"", ""apache-airflow"", ""binder"", ""docker"", ""elyra"", ""hacktoberfest"", ""jupyterlab"", ""jupyterlab-extension"", ""jupyterlab-extensions"", ""jupyterlab-notebooks"", ""kubeflow"", ""kubeflow-pipelines"", ""machine-learning"", ""notebook-jupyter"", ""notebooks"", ""pipelines"", ""pypi"", ""python""]"
emukit/emukit,python,0,0,,,https://github.com/emukit/emukit.git,0,0,0,2018-09-04T05:01:34,"[""bayesian-optimization"", ""bayesian-quadrature"", ""decision-making"", ""emulation"", ""experimental-design"", ""machine-learning"", ""multi-fidelity"", ""python"", ""sensitivity-analysis"", ""uncertainty-quantification""]"
emilstenstrom/django-components,python,0,0,,,https://github.com/emilstenstrom/django-components.git,9,3,6,2015-06-11T05:23:48,"[""components"", ""django"", ""django-templates"", ""pypi-package"", ""reusable-components""]"
espressif/esptool,python,0,0,,,https://github.com/espressif/esptool.git,0,0,0,2014-09-06T02:50:29,[]
enms-automation/enms,python,0,0,,,https://github.com/enms-automation/enms.git,0,0,0,2017-10-08T08:56:39,"[""configuration-management"", ""infrastructure-as-code"", ""infrastructure-automation"", ""napalm"", ""netmiko"", ""network-automation"", ""network-inventory"", ""network-visualization""]"
airbytehq/airbyte,python,22,10,b3580344b7c2e1a7de4365daa5bcf001e41ebbd3,69506d7107467fa8cc41f41201a558bde0921f5a,https://github.com/airbytehq/airbyte.git,305,155,150,2020-07-27T11:55:54,"[""bigquery"", ""change-data-capture"", ""data"", ""data-analysis"", ""data-collection"", ""data-engineering"", ""data-integration"", ""data-pipeline"", ""elt"", ""etl"", ""java"", ""mssql"", ""mysql"", ""pipeline"", ""postgresql"", ""python"", ""redshift"", ""s3"", ""self-hosted"", ""snowflake""]"
contextlab/hypertools,python,0,0,,,https://github.com/contextlab/hypertools.git,36,20,16,2016-09-27T09:31:25,"[""data-visualization"", ""data-wrangling"", ""high-dimensional-data"", ""python"", ""text-vectorization"", ""time-series"", ""topic-modeling"", ""visualization""]"
ets-labs/python-dependency-injector,python,0,0,,,https://github.com/ets-labs/python-dependency-injector.git,0,0,0,2015-01-04T01:23:05,"[""aiohttp"", ""asyncio"", ""dependency-injection"", ""dependency-injection-container"", ""dependency-injection-framework"", ""design-patterns"", ""factory"", ""flask"", ""flask-application"", ""flask-restful"", ""ioc"", ""ioc-container"", ""python"", ""python-2"", ""python-3"", ""python3"", ""singleton"", ""threadlocal""]"
ethereum/eth2.0-specs,python,0,0,,,https://github.com/ethereum/eth2.0-specs.git,0,0,0,2018-09-20T05:12:54,[]
evhub/coconut,python,0,0,,,https://github.com/evhub/coconut.git,2,1,1,2014-10-04T11:43:11,"[""coconut"", ""compiler"", ""functional"", ""functional-language"", ""functional-programming"", ""language"", ""programming-language"", ""python"", ""xonsh"", ""xontrib""]"
evennia/evennia,python,0,0,,,https://github.com/evennia/evennia.git,0,0,0,2014-01-21T10:22:28,"[""based"", ""django"", ""engine"", ""game-development"", ""game-engine"", ""gamedev"", ""hacktoberfest"", ""moo"", ""mud"", ""multiplayer"", ""mush"", ""mux"", ""python"", ""text"", ""text-based"", ""text-based-adventure"", ""twisted"", ""webclient"", ""webserver""]"
ezyang/ghstack,python,0,0,,,https://github.com/ezyang/ghstack.git,0,0,0,2018-10-15T03:09:53,[]
ewels/multiqc,python,4,2,be3f0fc534e24b060d6a6126c4b0855700628c00,29ba13b61ef85219b84ca4946e84226fd22013d8,https://github.com/ewels/multiqc.git,15,3,12,2015-08-04T01:47:05,"[""analysis"", ""bioconda"", ""bioinformatics"", ""multiqc"", ""pypi"", ""python""]"
falconry/falcon,python,0,0,,,https://github.com/falconry/falcon.git,0,0,0,2012-12-06T06:17:51,"[""api"", ""api-rest"", ""asgi"", ""http"", ""microservices"", ""python"", ""rest"", ""web"", ""wsgi""]"
facebookresearch/hydra,python,0,0,,,https://github.com/facebookresearch/hydra.git,3,3,0,2019-06-12T07:33:15,[]
etal/cnvkit,python,1,1,043917afbd897c6d0ca309275e76d97e87454285,043917afbd897c6d0ca309275e76d97e87454285,https://github.com/etal/cnvkit.git,91,41,50,2014-07-07T08:12:27,[]
enarjord/passivbot,python,9,4,88f711d0b3eeb72436f9fe76b2bf1c5f5cc82149,d52da4d7fef17c8106d473e80626e9fad013012d,https://github.com/enarjord/passivbot.git,87,32,55,2020-12-11T12:21:48,"[""algorithmic-trading"", ""binance"", ""bitget"", ""bybit"", ""futures"", ""gateio"", ""hyperliquid"", ""okx"", ""perpetual-futures"", ""trading""]"
fgmacedo/python-statemachine,python,0,0,,,https://github.com/fgmacedo/python-statemachine.git,0,0,0,2017-03-22T03:24:42,"[""automata"", ""finite-state-machine"", ""fsm"", ""fsm-library"", ""harel-statechart"", ""hierarchical-state-machine"", ""hsm"", ""python"", ""scxml"", ""state"", ""state-machine"", ""state-machine-diagram"", ""state-machine-dsl"", ""state-management"", ""statechart"", ""statecharts"", ""statemachine""]"
datadog/integrations-core,python,29,10,785d277840319005dd42900fd4540bc1997d6ac4,bdac825807a95a07866524d97f7adee73db4757f,https://github.com/datadog/integrations-core.git,159,90,69,2015-12-01T04:41:45,"[""datadog"", ""datadog-agent"", ""dd"", ""integrations""]"
fizzadar/pyinfra,python,0,0,,,https://github.com/fizzadar/pyinfra.git,1,1,0,2014-10-19T07:37:45,"[""cloud-management"", ""configuration-management"", ""high-performance"", ""infrastructure"", ""pyinfra"", ""python"", ""remote-execution""]"
fireeye/flare-floss,python,0,0,,,https://github.com/fireeye/flare-floss.git,0,0,0,2016-03-02T08:16:10,[]
elastic/detection-rules,python,1,1,671167f0740b0471085d85e67f51f15f839d7ae9,671167f0740b0471085d85e67f51f15f839d7ae9,https://github.com/elastic/detection-rules.git,1,0,1,2020-06-17T09:48:18,"[""threat-detection"", ""threat-hunting""]"
fossasia/visdom,python,0,0,,,https://github.com/fossasia/visdom.git,1,0,1,2017-01-25T05:59:45,[]
freeopcua/opcua-client-gui,python,0,0,,,https://github.com/freeopcua/opcua-client-gui.git,0,0,0,2015-09-26T07:22:37,[]
frostming/pdm,python,0,0,,,https://github.com/frostming/pdm.git,4,0,4,2019-12-27T03:50:57,[]
georgedouzas/sports-betting,python,0,0,,,https://github.com/georgedouzas/sports-betting.git,0,0,0,2019-01-08T12:52:28,"[""machine-learning"", ""python"", ""scikit-learn"", ""sports-analytics"", ""sports-betting""]"
freenas/freenas,python,0,0,,,https://github.com/freenas/freenas.git,2,0,2,2013-03-07T01:23:20,[]
exa-networks/exabgp,python,80,21,fdcce91bc662dac816bc70a9e36bda45c9983bae,a5afd2a66b489456fdd9aaa6be6d3e4b3e172e94,https://github.com/exa-networks/exabgp.git,293,193,100,2013-08-27T01:56:08,"[""bgp"", ""bgp-ls"", ""ddos-protection"", ""exabgp"", ""flow"", ""flowspec"", ""health-check"", ""ipv4"", ""ipv6"", ""mpls"", ""protection"", ""pypi"", ""python"", ""visualisation"", ""vpls""]"
feast-dev/feast,python,29,6,ad20634ed5ed3c69da672c9938ca5b6c8a8e5a0f,9cd35e140a949dc44a9915300f2724dd2e702f03,https://github.com/feast-dev/feast.git,35,18,17,2018-12-10T07:20:15,"[""big-data"", ""data-engineering"", ""data-quality"", ""data-science"", ""feature-store"", ""features"", ""machine-learning"", ""ml"", ""mlops"", ""python""]"
getsentry/sentry-python,python,1,1,0527c030c6a73cf89ea0b0df4ff2a0c8c3e69a26,0527c030c6a73cf89ea0b0df4ff2a0c8c3e69a26,https://github.com/getsentry/sentry-python.git,44,36,8,2018-06-18T10:51:10,"[""crash-reporting"", ""hacktoberfest"", ""python"", ""sdk"", ""sentry"", ""sentry-python"", ""tag-production"", ""team-web-backend""]"
emeryberger/csrankings,python,0,0,,,https://github.com/emeryberger/csrankings.git,4,3,1,2016-05-03T12:13:00,"[""computer-science"", ""computer-science-rankings"", ""conference"", ""dblp"", ""faculty"", ""metrics"", ""ranking""]"
graal-research/poutyne,python,0,0,,,https://github.com/graal-research/poutyne.git,4,4,0,2017-12-07T06:30:17,"[""data-science"", ""deep-learning"", ""keras"", ""machine-learning"", ""neural-network"", ""python"", ""pytorch""]"
fishtown-analytics/dbt,python,10,5,255dc6fe42046b0b56f740f5527c39c3410d1e52,b6aae8c6f01430b531a347e4357b7404af2c841e,https://github.com/fishtown-analytics/dbt.git,68,5,63,2016-03-10T02:38:00,[]
gijzelaerr/python-snap7,python,25,6,a3f5be011e152158bb262c99972fcf908b1b4203,8a0ff08b66977fcc16171129569695a48ca60b0e,https://github.com/gijzelaerr/python-snap7.git,56,25,31,2013-10-09T01:06:13,"[""ctypes"", ""plc"", ""python"", ""s7"", ""siemens"", ""snap7"", ""wrapper""]"
grahamdumpleton/wrapt,python,0,0,,,https://github.com/grahamdumpleton/wrapt.git,0,0,0,2013-05-29T10:22:45,[]
freelawproject/courtlistener,python,0,0,,,https://github.com/freelawproject/courtlistener.git,56,35,21,2014-07-25T01:22:00,"[""courts"", ""government"", ""government-data"", ""legaltech""]"
google/osv,python,0,0,,,https://github.com/google/osv.git,2,2,0,2021-01-08T02:14:10,[]
guessit-io/guessit,python,1,1,b52e9af030e4ee6879e39e79bb3bfba09efac0d5,b52e9af030e4ee6879e39e79bb3bfba09efac0d5,https://github.com/guessit-io/guessit.git,27,11,16,2012-02-28T06:13:09,"[""filename"", ""media"", ""parser"", ""python"", ""release"", ""scene""]"
hopetree/izone,python,0,0,,,https://github.com/hopetree/izone.git,0,0,0,2017-12-24T01:39:43,"[""blog"", ""bootstrap"", ""django"", ""docker"", ""python""]"
hozn/stravalib,python,0,0,,,https://github.com/hozn/stravalib.git,3,2,1,2013-03-17T02:48:54,[]
hhyo/archery,python,1,1,0c154e831f769a6d828bc10c6155311315319cfe,0c154e831f769a6d828bc10c6155311315319cfe,https://github.com/hhyo/archery.git,1,0,1,2018-09-28T02:59:33,"[""archery"", ""binlog2sql"", ""clickhouse"", ""data-masking"", ""database-schema"", ""ddl"", ""dml"", ""gh-ost"", ""inception"", ""mysql"", ""oracle"", ""sql-audit"", ""sql-query""]"
ghostmanager/ghostwriter,python,0,0,,,https://github.com/ghostmanager/ghostwriter.git,3,3,0,2019-07-16T09:19:43,"[""informationsecurity"", ""penetration-testing"", ""red-team"", ""reporting""]"
hyperledger/cello,python,0,0,,,https://github.com/hyperledger/cello.git,0,0,0,2017-01-11T06:47:08,"[""blockchain"", ""distributed-ledger"", ""hyperledger"", ""operating-system""]"
