repo_name,language,commit_sha,file_path,fixture_name,fixture_type,start_line,end_line,loc,framework,num_mocks,scope,cyclomatic_complexity,max_nesting_depth,num_parameters,num_objects_instantiated,num_external_calls,num_comment_lines,comment_density,has_teardown_pair,github_url,agent_type,commit_kind,commit_type,raw_source,commit_date,repo_age_at_commit_years
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/appManage.test.ts,<anonymous>_25,after_all,26,28,2,,0,per_class,1,1,0,0,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/appManage.test.ts#L26-L28,human_pre2022,human,,"afterAll ( async () => {

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/appManage.test.ts,<anonymous>_193,before_each,194,198,4,,0,per_test,1,1,0,0,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/appManage.test.ts#L194-L198,human_pre2022,human,,"beforeEach( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/appManage.test.ts,<anonymous>_248,before_all,249,263,12,,0,per_class,1,1,0,2,0,0,0.0,1,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/appManage.test.ts#L249-L263,human_pre2022,human,,"beforeAll( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

        let useraction = new UserAction();
        await useraction.login(page, 'admin', 'admin');
        let appsmanageaction = new appsManageAction();
        await appsmanageaction.departmentPower(page, ""部门三"");

        await page.evaluate(() => {
            localStorage.setItem('oneid', '');
        });
        await page.close();

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/configManage.test.ts,<anonymous>_14,before_each,15,20,4,,0,per_test,1,1,0,0,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/configManage.test.ts#L15-L20,human_pre2022,human,,"beforeEach( async () => {
        
        page = await global.browser.newPage()
        await page.goto(config.url);      

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/desk.test.ts,<anonymous>_15,before_all,16,20,4,,0,per_class,1,1,0,0,0,0,0.0,1,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/desk.test.ts#L16-L20,human_pre2022,human,,"beforeAll( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/desk.test.ts,<anonymous>_52,before_all,53,60,6,,0,per_class,1,1,0,1,0,0,0.0,1,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/desk.test.ts#L53-L60,human_pre2022,human,,"beforeAll( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

        let useraction = new UserAction();
        await useraction.login(page, 'admin', 'admin');
        
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/desk.test.ts,<anonymous>_60,after_all,61,63,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/desk.test.ts#L61-L63,human_pre2022,human,,"afterAll ( async () => {
       // await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/desk.test.ts,<anonymous>_134,after_all,135,137,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/desk.test.ts#L135-L137,human_pre2022,human,,"afterAll ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/desk.test.ts,<anonymous>_271,before_each,272,279,6,,0,per_test,1,1,0,1,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/desk.test.ts#L272-L279,human_pre2022,human,,"beforeEach( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

        let useraction = new UserAction();
        await useraction.login(page, 'admin', 'admin');
        
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/desk.test.ts,<anonymous>_279,after_all,280,282,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/desk.test.ts#L280-L282,human_pre2022,human,,"afterAll ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_19,after_all,20,22,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L20-L22,human_pre2022,human,,"afterAll ( async () => {
       // await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_101,before_each,102,112,9,,0,per_test,1,1,0,2,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L102-L112,human_pre2022,human,,"beforeEach( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

        let useraction = new UserAction();
        await useraction.login(page, 'admin', 'admin');
        let groupaction = new groupAction();
        await groupaction.groupAddress(page);
        await groupaction.addLowGroup(page, ""部门一2"");

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_112,after_all,113,115,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L113-L115,human_pre2022,human,,"afterAll ( async () => {
       // await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_157,after_all,158,160,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L158-L160,human_pre2022,human,,"afterAll ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_206,before_each,207,211,4,,0,per_test,1,1,0,0,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L207-L211,human_pre2022,human,,"beforeEach( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);
       
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_211,after_all,212,214,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L212-L214,human_pre2022,human,,"afterAll ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_280,before_each,281,288,6,,0,per_test,1,1,0,1,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L281-L288,human_pre2022,human,,"beforeEach( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

        let useraction = new UserAction();
        await useraction.login(page, 'admin', 'admin');

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_288,after_all,289,291,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L289-L291,human_pre2022,human,,"afterAll ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_403,after_each,404,406,3,,0,per_test,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L404-L406,human_pre2022,human,,"afterEach ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_447,before_each,448,459,9,,0,per_test,1,1,0,2,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L448-L459,human_pre2022,human,,"beforeEach( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

        let useraction = new UserAction();
        await useraction.login(page, 'admin', 'admin');

        let groupaction = new groupAction();
        await groupaction.groupAddress(page);
        await groupaction.personalUserGroup(page, ""团员"");

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_459,after_all,460,462,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L460-L462,human_pre2022,human,,"afterAll ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_502,before_each,503,507,4,,0,per_test,1,1,0,0,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L503-L507,human_pre2022,human,,"beforeEach( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_582,before_each,583,594,9,,0,per_test,1,1,0,2,0,0,0.0,1,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L583-L594,human_pre2022,human,,"beforeEach( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

        let useraction = new UserAction();
        await useraction.login(page, 'admin', 'admin');

        let groupaction = new groupAction();
        await groupaction.groupAddress(page);
        await groupaction.addPerLowGroup(page, ""分组一"");

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_710,before_each,711,715,4,,0,per_test,1,1,0,0,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L711-L715,human_pre2022,human,,"beforeEach( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);
       
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_715,after_all,716,723,6,,0,per_class,1,1,0,0,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L716-L723,human_pre2022,human,,"afterAll ( async () => {

        await page.evaluate(() => {
            localStorage.setItem('oneid', '');
        });
        await page.close();

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_786,before_each,787,791,4,,0,per_test,1,1,0,0,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L787-L791,human_pre2022,human,,"beforeEach( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_791,after_all,792,794,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L792-L794,human_pre2022,human,,"afterAll ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_819,before_each,820,824,4,,0,per_test,1,1,0,0,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L820-L824,human_pre2022,human,,"beforeEach( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_824,after_all,825,827,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L825-L827,human_pre2022,human,,"afterAll ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_866,after_each,867,869,3,,0,per_test,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L867-L869,human_pre2022,human,,"afterEach ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_889,before_each,890,894,4,,0,per_test,1,1,0,0,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L890-L894,human_pre2022,human,,"beforeEach( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/group.test.ts,<anonymous>_894,after_all,895,897,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/group.test.ts#L895-L897,human_pre2022,human,,"afterAll ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/log.test.ts,<anonymous>_12,before_all,13,17,4,,0,per_class,1,1,0,0,0,0,0.0,1,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/log.test.ts#L13-L17,human_pre2022,human,,"beforeAll( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/managerSet.test.ts,<anonymous>_16,before_each,17,22,4,,0,per_test,1,1,0,0,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/managerSet.test.ts#L17-L22,human_pre2022,human,,"beforeEach( async () => {

        page = await global.browser.newPage()
        await page.goto(config.url);
        
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/managerSet.test.ts,<anonymous>_22,after_all,23,25,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/managerSet.test.ts#L23-L25,human_pre2022,human,,"afterAll ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/managerSet.test.ts,<anonymous>_83,before_each,84,88,4,,0,per_test,1,1,0,0,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/managerSet.test.ts#L84-L88,human_pre2022,human,,"beforeEach( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/managerSet.test.ts,<anonymous>_88,after_all,89,91,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/managerSet.test.ts#L89-L91,human_pre2022,human,,"afterAll ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/managerSet.test.ts,<anonymous>_152,before_each,153,157,4,,0,per_test,1,1,0,0,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/managerSet.test.ts#L153-L157,human_pre2022,human,,"beforeEach( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/managerSet.test.ts,<anonymous>_157,after_all,158,160,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/managerSet.test.ts#L158-L160,human_pre2022,human,,"afterAll ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/managerSet.test.ts,<anonymous>_242,after_all,243,245,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/managerSet.test.ts#L243-L245,human_pre2022,human,,"afterAll ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/managerSet.test.ts,<anonymous>_301,before_each,302,306,4,,0,per_test,1,1,0,0,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/managerSet.test.ts#L302-L306,human_pre2022,human,,"beforeEach( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/managerSet.test.ts,<anonymous>_306,after_all,307,309,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/managerSet.test.ts#L307-L309,human_pre2022,human,,"afterAll ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/managerSet.test.ts,<anonymous>_382,before_each,383,398,12,,0,per_test,1,1,0,2,0,0,0.0,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/managerSet.test.ts#L383-L398,human_pre2022,human,,"beforeEach( async () => {
        page = await global.browser.newPage()
        await page.goto(config.url);

        let useraction = new UserAction();
        await useraction.login(page, 'admin', 'admin');

        let managersettingaction = new managerSettingAction();
        await managersettingaction.editManager(page);

        await page.evaluate(() => {
            localStorage.setItem('oneid', '');
        });
        await page.close();

    })",2020-12-28,1.3990417522245038
longguikeji/arkid,typescript,bba93de285aacab9e6e014bee200b9339992dadd,test/e2e/src/managerSet.test.ts,<anonymous>_398,after_all,399,401,3,,0,per_class,1,1,0,0,0,1,0.3333333333333333,0,https://github.com/longguikeji/arkid/blob/bba93de285aacab9e6e014bee200b9339992dadd/test/e2e/src/managerSet.test.ts#L399-L401,human_pre2022,human,,"afterAll ( async () => {
        //await page.close();
    })",2020-12-28,1.3990417522245038
